id,title,description,category
337501,Astropop Productions,"Online Porfolio of graphic arts. Photography, bookcovers, book interiors, publication design, web design, promotional materials, logos, consulting and more.",Business
340785,Bulldog Direct Protective Systems| Let Us Bite The Bullet Not You!,"Bulldog Direct Protective Systems Inc. is your One Stop Source for Bullet Resistant products for the Home, Office or Vehicle. We protect you walking down...",Business
343205,ACE Transcription Service Homepage transcript or transcripts transcribe,"ACE Transcription Service provides professional transcript or transcripts of interviews, meetings, or any general transcription. Let us transcribe for you!",Business
343325,Fernwell Office Building,"Commercial office space for lease in Spokane, WA",Business
344947,"Exhibition Display Roller Banner Stands, Boards and Graphics - PPd Online in Wokingham, Reading, Berkshire","PVC Banners, Roller Banners, Pop Up Stands, Indoor and Outdoor Posters, Exhibition Panels, Boards and Signage, Bus and Self Adhesive Vinyl, Mesh Banners, Specials, PPD Online",Business
353522,Home | Penn Air Group,"HVAC energy conservation and indoor air quality solutions for industrial, commercial, government and healthcare facilities.",Business
360328,Concrete work is tough - Concrete information for anyone interested in the subject.,Concrete information for anyone interested in the subject.,Business
368899,Illinois Manufactured Housing Association |,"The Illinois Manufactured Housing Association (IMHA) is a trade association representing and promoting all segments of the factory built housing industry in through education, public policy and member support.",Business
382555,Milsons Findings - Distributors of Gold Findings and Castings to the Jewelry Trade,Distributor of gold finding and castings to the jewelry trade.,Business
390754,"seattle web site design Tricom Technologies - Seattle web design, web hosting and web marketing.","seattle web site design Tricom Technologies offers web site design, web site hosting and web site marketing all at affordable prices.",Business
392455,Leading Silicon Wafers and other Substrate Supplier,"UniversityWafer, Inc. silicon semiconductor wafer and substrates supplier.  Helping university research since 1997.",Business
393423,Equipment Rental,Direct Sound Corporation is the  premium supplier of Tajimi connectors for a wide range of  applications.,Business
395526,"Smith Gray Electric Company, Inc - Home","Smith Gray Electric the best source in the Southeast region for sales and EASA approved service of electric motors, electrical automation projects, industrial electrical construction and electronics repairs",Business
400750,"Cord Specialties Co., Manufacturer of Power Supply Cords, Wiring 
Harnesses, and Wire Leads","Cord Specialties manufactures molded power supply cords, leads, wiring harnesses, and other electrical products.  Fast and flexible.",Business
437227,Precision Drawn Metals | Manufacturer of Deep Drawn Metal Stampings,Precision Drawn Metals is a contract manufacturer of Deep Drawn Metal Stampings,Business
438502,Home - Michael Evans & Associates,"Design Capabilities MORE  

Civil Engineering MORE  

Structural Engineering & Surveys MORE  

Flooding & Drainage MORE",Business
439182,Colibri Pro Development,"Colibri Pro Development focuses on consulting, mentorship and support in general areas such as technical troubleshooting, failure analysis, system level understanding and simulations. Specific competence areas include gyroscopes and MEMS.",Business
440146,Watson Engineering - Precision Engineers,"Watson Engineering manufacture precision turned Parts, Jig Screws and titanium fasteners primarily including nuts, bolts, screws in Titanium for the Plating & Anodizing Trade",Business
440589,Static Controls Corporation - Industrial LED Display Boards,"Visual Factory Products,LED Full Matrix Display Boards, Industrial LED Marquees,LED Stack Lights, Numeric Displays,LED Price, Industrial LED Display Boards",Business
440904,"Barrington Automation: Precision
      pneumatic  grippers, linear  actuators,
      rotary actuators, pick and place units, robotic
work cells","Barrington Automation designs and manufactures modular components for factory automation.  The complete line consists of pnuematic linear actuators and rotary actuators, precision grippers, table slides and elevating tables which fit together to provide an endless variety of motion combinations to create pick and place units for robotic work cells. American made.",Business
442556,Industrial Pump & Valves Distributor - Rotating Equipment Services | Fischer Process Industries,"Fischer Process Industries is the leading industrial valves & process pump distributor, supplying industrial pumps, rotating equipment, valves & automation services, and process solutions. Located in Loveland, Ohio. Servicing KY, OH, PA, WV, IN, & GA.",Business
448131,"AX-IT International has a non toxic non hazardous aqueous liquid cleaner for your parts washers, and oil sorbents, CEP and PIG Products","AX-IT International - Industrial and Automotive Cleaning systems, Products, and Systems.",Business
448466,Welcome to Packaging Enterprises Inc.,"Manufacturers of volumetric piston fillers for liquids, semi-liquids, pastes, and Chunky Products for the Food Processing, Cosmetic, Health Care and Chemical industries. (Packaging Geyer filler fillers piston dispotors depositing canning filling)",Business
468509,BeerNeck beer neck beer can beer bottle holder invented by Curt Silbert,Curt Silbert invented the world famous beerneck aka beer neck,Business
472813,Welcome to thewriter.ca! Hosted by Doteasy Web Hosting Canada,"Welcome page designed for Doteasy Web Hosting clients. Keep this file to be the under construction page place holder. When index.html or index.php is present in the webroot, they will be used as the default webroot index instead of this file.",Business
475568,Home,"Pro-Con serves the paper industry by providing precision sheeting, slitting and rewinding, cartoning, custom skid shop, security, watermark, and holographic paper, private label and board sheeting programs.",Business
476087,IMPEX - Equipment and process services for the beneficiation of clays and other industrial minerals,"IMPEX offers process development and design services and the equipment to support the production of industrial minerals, including both wet and dry processes, from crude preparation through fine milling to drying. IMPEX design and development services are supported by a laboratory and pilot plant (up to 1 thp) and an engineering staff experienced in both wet and dry processing, plant design, and fabrication. IMPEX represents several major equipment manufacturers for degritting, screens, magnetic separation, classification, thickening, clarification, milling, filtration and drying. IMPEX offers its own suited to high volume preparation of soft or friable minerals such as clays (kaolin, bentonite, attapulgites, ball clay), limestone (marble, dolomite, arragonite), feldspar, tale mica.",Business
481408,Quality Assurance Labels | Adhesive labels Australia | Inspection Aids | Procedure Boards |,"Specialist suppliers of Quality Assurance
	and Inspection aids and consumables",Business
486951,Funny Dogs,"The Jump New serves up visually compelling, highly shareable animal-related stories and videos to help make caring about puppies",Business
504415,"Bravo Carpets - a Wholesale Carpet Outlet - hardwood, laminate, vinyl and carpet","We are a Wholesale Carpet Outlet with true discount carpet prices affordable for all budgets.  We offer wholesale Hardwood, laminate and vinyl at the absolute lowest price in Dalton, GA.",Business
516328,Quik Trak Messenger Service NYC New York,"Messenger and courier service, serving Manhattan, New York City, and Tri-State area, specializing in same day rush delivery by bike, truck, and walker courier.",Business
291485,KU Accounting,KU Accounting,Business
298302,"Cuero Livestock Commission, Inc.","The Cuero Livestock Commission, The Cuero Livestock Commission Co. is a cattle auction located in the largest beef cow operating area in the State of Texas. The State of Texas has the largest population of beef cows in the nation. The immediate trade
area of Cuero Livestock is Dewitt, Lavaca, Gonzales and Victoria Counties. It is a
fact that no other 4 county area comes even close to the number of beef cows. This means
more calves originate out of this area than anywhere in the nation.",Business
305281,Tiffany A. Dedeaux,"I'm a video editor with years of experience, a creative spirit, and a passion to learn.",Business
317917,Las Vegas Positively Different Wedding Photography by Chelsea Nicole,"Las Vegas Wedding Photography and fine art portraiture by photographer Chelsea Nicole. Engagement Sessions, Bridals, Couples, Babies, infants, toddlers, kids, familes and more are what I photograph best!",Business
319602,Royalty-free stock photos at Image Vortex - High quality royalty free stock photography,Royalty free stock photos available for online purchase and immediate download. High resolution photos in a variety of categories.,Business
320763,Tele-Q: Operating Telephones for Stage and Screen.,Tele-Q: Operating Telephones for Stage and Screen.,Business
331023,Vietnamese Language Translation & Interpretation Services ~ Vietnamese Language //,Vietnamese Language Services provide Vietnamese language translation translating translate translater translator and Vietnamese language interpretation interpreting interprete interpreter interpretor and also Vietnamese language localization in Vietnam Hochiminh City Saigon Vietnam Hanoi Danang and overseas,Business
332201,Esenar Translations,Spanish English certified translations provided by ATIO certified translators in Ottawa. German to English and French to English also available.,Business
336919,9 Reasons Why You Should Accept a Cash Offer for Your Baltimore Home,"Here are 9 reasons why you should consider an offer from a Baltimore home buyer, if you're looking to sell or buy a Baltimore-area home at the right time.",Business
347757,He-Ro Chemicals,"He-Ro Chemicals. We are a global chemical distribution, strategic advisory 
and market research consultancy. Our head office is in Hong Kong.",Business
355759,Steamboat Architectural Associates | Architecture Planning Interior Design,"Steamboat Architectural Associates provides architectural services for commercial, residential and interior design projects of a wide variety. Member of the American Institute of Architects.",Business
356731,SCOTT DEMEL,"Architecture for new construction,
      sustainable design, and historic preservation.",Business
365464,Stabilization Products LLC,SSPCo provides innovative and sustainable product technologies covering a broad range of applications.,Business
368114,Storage Brother,Responsive Medical Health Template,Business
372113,"Human Resources, Marketing and Other Essential Consultants Your Business Needs",Is running your business becoming harder and harder? Learn how outsourcing work to consultants can help your business run smoother.,Business
385366,Home - IDbike,"IDbike develops and produces components for electric bikes, such as torque sensors, controllers and displays.",Business
388093,Million Dollar Bill and Billion Dollar Bill at Wholesale Prices,"Million Dollar Bill and Billion Dollar Bill at wholesale prices as novelty items for promotion, marketing, profit, and fun! Wholesale prices.",Business
393851,Electronic Contract Manufacturing Services,"Outsourcing consultants to leading electronics OEM?s.  Requirements analysis, assessment of potential EMS companies and contract negotiation.",Business
395040,Coax to Twisted Pair Solutions for Networks by Tekmos,"Tekmos Design and Manufacture Coax to Twisted Pair Impedance Matching Baluns, Adapters, Attenuators and Couplers as Rack Mount Panels and Cable Assemblies",Business
395595,"RS Baldor, Leeson, & Marathon Electric Motors, Sales, Repair& Rush Service","Sales & service for top brand electrical industrial motors: Baldor, Leeson, US Motors, WEG, Lafert Metric, WorldWide, Ag Duty, PdMA EMax, Medium Voltage, Emergency & Rush Service.",Business
395900,Forward Industrial Co.,Forward Industrial Co.,Business
397743,"Infrared radiation blackbody, radiation sources & infrared detector
preamplifiers","Infrared radiation blackbody, blackbody radiation sources and infrared detector preamplifiers. Manufacturer of Infrared Blackbody Systems: blackbody radiation sources & infrared detector preamplifiers",Business
401343,"Seasonal Jobs in New Zealand, Working NZ Fruit Apple Picking Cafe Hotel Work Jobsite","Seasonal jobs for the traveller or kiwi looking for a great lifestyle change. Seasonal Jobs in New Zealand ! Fruit - cherry, apple, kiwifruit picking. Hospitality and Adventure tourism. Looking for work in New Zealand? look no further...we have job employment listings for all of New Zealand.",Business
402258,"Apply for RV Financing, Motorhome and Boat Loans Online  - Low RV Financing","RV Financing, Low RV Financing is actually in the RV business. All of our RV loan representatives have done everything in the RV field from titling to sales and to F & I (Finance and Insurance). Apply for RV Financing, Motorhome and Boat Loans Online - Low RV Financing",Business
420971,Specialty Food Importer since 1984,"Welcome to French Food Exports, your resource for the finest gourmet foods imported from France and Europe to supply the foodservice industry all over the USA.",Business
424573,"Dental lab software,F.S.A.","WINDOWS 3.11 / 95 /  98/ 2000 Dental labortory Software for small to mid sized dental labs records tooth shade, tooth number,COLOR CODED WORKORDER TICKETS MUST TRY, and many other FEATURES  Free Demo ONLINE.",Business
424870,"Expert-System Applications, Inc. - Electronic Medical Record Software for Family Medicine, Pediatrics and Internal medicine.","Expert-System Applications, Inc., Cleveland, OH. Family Medicine, Pediatrics and Internal medicine.",Business
425221,"ACS - Actuarial Consulting Services Omaha, NE","Actuarial Consulting Services, Inc. (ACS) is a premier employee benefits consulting firm.
     We provide professional products and services designed to maximize the value clients receive from their employee benefit plans.",Business
430789,Gourmet To You,"Gourmet To You is Middle Tennessee's premier home-delivery personal chef 
service.",Business
431618,"Village Inn - Family Restaurants, Inc.","Family Restaurants is a franchisee of Village Inn restaurants in Colorado. Village Inn serves breakfast, lunch and dinner as well as more than a dozen varieties of homestyle pies.",Business
441426,Specialty Seals | Rubber Polyurethane | O-rings | Gasket Seals | Real Seal,"For a variety of industrial applications, Real Seal offers high quality O-rings and mechanical component goods. Click for more info on products and the company.",Business
441936,"Hanjin Submersible sand and slurry pump. THe qualified cost-effective and, dewatering, sewage treatment and wastewater pumps.","Submersible sand, slurry, sewage, wastewater, dewatering pumps.  Dredging sand, slurry, gravel, solids, mud, solids with high chrome impeller, suction cover and agitator, treating sewage and wastewater at industrial and municipal plant, effluent dewatering at mine, quarry, construction sites and civil works, and pumps for wheel washing system of commercial vehicles, bus, heavy duty truck.",Business
448898,"Victor Machines | Lathes, Mills, Drills, Grinders, Bandsaws | CNC Machine Tools","Victor provides quality manual lathes, vertical knee mills, radial drills, grinders, bandsaws, CNC lathes and vertical machining centers for metalworking industries.",Business
464224,Training Outsourcing | Customized Training | Performance Consulting | ALESYS,"Consulting, Outsourcing, and Corporate Training.  Applied Learning Systems, Inc. is a learning effectiveness organization whose innovative and powerful Integrated Approach improves the results obtained from Corporate Change Initiatives. We offer outsourcing for training departments, and corporate training programs.",Business
466075,---Expert Project Management---,Ever need project management information in a hurry? As a checklist? Want latest project management thinking? Get it here from an expert.,Business
475496,Paper Pulp Packaging supply,"paperfiber.com promotes trade in the Pulp & Paper, Printing and Packaging Industries",Business
482739,See Sharp Press Home Page,"See Sharp Press: Publisher of anarchist, atheist, music, and science fiction books",Business
491853,"Allied Tower: Designing, Manufacturing and Erecting Quality Communication Towers","Allied Tower has been in the business of designing, manufacturing and erecting quality communication towers for forty years",Business
497958,Autofoam Systems Limited - Home,"Discover the services of Autofoam & Cowie and Riding, Feniscowles  Blackburn",Business
502253,Silky Blankets,cherish and Joy,Business
502650,BECO HOME - Importer of home textile products,"Through retailers, Beco Industries sells full product designer lines or in house brands of sheets, comforter, bedspreads, duvet covers, pillows, blankets, natural and synthetic duvets, mattress covers, bed pillow, window coverings, and juvenile bedding.",Business
504147,Wool Carpet Melbourne - SuperTuft Carpet - Australia  premium quality pure wool carpet,Wool Carpet Melbourne - Supertuft has been creating innovative colours in premium quality pure wool carpets. Supertuft are the preferred supplier for leading architectural and interior design companies.,Business
512917,LMB Textile Recycling,"Welcome to the textile recycling world of LMB Textiles. We collect and recycle clothes, shoes and more in London and the home counties.",Business
518679,"SAMS Marine Surveyors, Marine Surveyor, Florida, Boating Expert Witness, Jupiter, Stuart, West Palm Beach, Ft. Lauderdale, Ft. Pierce","SAMS Accredited Marine Survey in South Florida since 1997, serving Jupiter, Ft. Lauderdale, West Palm Beach, Stuart, Ft. Pierce, Cape Canaveral, and traveling to many other cities, states, and countries.",Business
523450,CATT-Acoustic / The FIReverb Suite / ReflPhinder / GratisVolver Pro,Software for Room acoustic consulting and audio virtual reality.,Business
296220,Beltwide Enterprises,"BeltWide Enterprises and Greenhouse Green LLC specializes in Float System 
of tobacco seedlings production supplying peat moss substrates.",Business
297816,Welcome to formosa orchids,"Orchids in Taiwan,Cattleya,Phal. mericlone,Paph. sanderianum hybrid,stonie alba hybrid flask,Orchid books,Photo Gallery",Business
305549,Coconut Grove Creative Production Company | Video Production,"Your search for a Coconut Grove creative production company offering video production and TV programs ends at The Arnold Creative Group in Coconut Grove, FL.",Business
316298,"Wedding Photographers, Ian Giles Photos","Ian and Helen are professional wedding photographers who have retired to Kilmun, Dunoon, Argyll with the specific view of extending their image library with pictures of the beautiful Scottish scenery",Business
317605,Dale Wallace Photography - Home,Dale Wallace Photography,Business
325152,"Larry's RV, Inc. | Central Oregon's RV Consignment Specialist","Larry's RV is Central Oregon's RV, truck camper, travel trailer, fifth wheel, motorhome  consignment specialist.  Located in Bend, Oregon, serving all of Central Oregon including Bend, Redmond, La Pine, Sisters, Prineville, Chemult, Crescent, Sun River, Madras, Warm Springs, Terrebonne, Jefferson, Crook, Deschutes, Klamath Falls, Maupin, Post, John Day and surrounding areas.  We have been in business for years with the same simple promise of excellent customer service.",Business
331943,BizForest Translations & Localizations,"Instant quotes. Express delivery at competitive rates. Technical translation and software, web & multimedia localization services in Japanese, Chinese, Korean and more. Online language shop available every day!",Business
333374,"Translation and interpretation (English-Russian, two-way)",Personal Advisor Services Offered,Business
334064,"ReedINFO Technical Writing - Operating Procedures, Instructions, Training Support, Technical Information, Product Support, and Content Development. Insttruction and informtion people can really use.","ReedINFO develops the information and instructions customers and employees need to understand, operate, and maintain systems and equipment. Technical writing, Operating Procedures, Instructions, Technical Information, Training Design, Content Development.",Business
337521,"Kristin Bradley's Portfolio: web design, book design, animation, life drawings","Kristin Bradley's portfolio of web design, book design, character animation, and life drawing.
Kristin formerly resided in Tokyo, Japan but now lives in San Francisco.",Business
337855,Birren Design Co.,"Looking for 'Objects in the Heavens', the Linknife Tow Release, info on towing hang gliders or a designer's portfolio? Stop by for a visit.",Business
350905,Building a new extension,Do you love your home but see room for improvements like adding more space? Explore this blog for ideas and tips for building an extension onto your house.,Business
352442,Professional Dome Plans -- Building geodesic domes made easy.,"Professional Dome Plans makes building geodesic domes easy. The detailed shop drawings and simple formulas explain it all -- every length, every angle, every board.",Business
354032,www.toroneconsulting.com,"Torone Consulting is a consortium of experienced construction professionals specializing in claims analysis and preparation.  We assist our clients in resolving construction disputes as experts in claims, schedule analysis, change order evaluation, cost analysis, design defects, and evaluation of damages.

We've analyzed owner, contractor, and designer performance and determined the responsibility for project impacts on a wide variety of projects for both defendants and plaintiffs.    Our experience spans all resolution methods including negotiation, mediation, arbitration and litigation.  Our services include: Schedule Delay Analysis, Change Order Analysis, Evaluation of Architect and/or CM Performance, Financial and Damage Analysis, and Litigation Support.",Business
354742,"Nelson Architectural Group, Inc.","The Nelson Architectural Group, Inc. is an established architectural firm 
committed to providing a variety of quality services to it's clients.",Business
360482,Elton Manufacturing,"Elton Manufacturing | Top North American and European manufacturer of weather seals, weather-stripping, entry doors, garage door windows",Business
367513,"Little Cedar Log Homes & Smithey Construction | Frame Homes, Log Cabins, Siding, Remodel | Log Home & Siding Manufacture","Little Cedar Log Homes - construction, remodel, additions - Red Cedar Log Homes and Siding Manufacturer.  Log siding, cedar siding, closet lining and other aromatic red cedar products!",Business
377556,Phantom Sound & Theater - Whole House Audio Systems,"Best Transparent Sound & Home Theater Systems, Home Automation, Cincinnati Ohio",Business
383531,Custom 3 ring binder and looseleaf manufacturer,"vinyl, poly & turned edge binders for guest directories, sds, career portfolios.
Custom index tabs. Digital printing, pad holders, screen printing and vinyl & poly products",Business
385340,Cricket Scoreboards - Scoreboard Information Section,"Cricket scoreboards and spare parts for scoreboards, mechanical scorers, telegraph number plates, whole numbers",Business
391375,Skid School - Home,"Advanced Driver, Emergency Skills and and Teen Driver Training School",Business
400139,Don't Run on Empty!,Isn't it amazing that humans have figured out how to harness the energy stored within the planet in so many ways? Learn how to use this resource wisely.,Business
410811,The Alliance Group - Auto Home Business and Life Insurance,"We are an independent Ohio insurance agency providing quality personal auto, home, life, and commercial insurance products to our clients",Business
413362,Bad Credit Personal Loans - Unsecured Loan - ChoicePersonalLoans.com,A variety of personal loan programs offered to all credit types! Applicants can get approved for bad credit unsecured loans even with a history of bankruptcy or a lack of credit.,Business
426630,Medical Technology Business Europe,"News and features covering the latest developments in medical technology, from new products available in the market to the latest findings in research labs",Business
429914,Sterilization Services - Leader in Contract Sterilization Services,"Sterilization Services - Leading provider of solutions in sterilization supply chain management; Providing sterilization services to medical device industry; Medical Device Sterilzation, ethylene oxide; medical device; eto, drug device sterilsation.",Business
433573,The Aggregator - Issues In Job Recruitment and Research,Explores issues related to job recruitment and strategic data research,Business
437158,Home,"G&G Engineering's goal is to be a leader in the provision of high quality custom solutions to the automotive and medicare industries. It specialises in collaboration with customers to optimise part design for manufacturing early on in the design process. In particular,it provides a manufacturing and design service for precision pressed and plastic injection moulded components, together with tooling and automated assembly. Mouldings and stampings are assembled into sub-assemblies for interior automotive trim, in particular lighting units. It is approved for and uses the ISO/TS16949 quality system.",Business
447180,Algen Scale Corporation - Mechanical and Digital Scales,"We're here to help you make your weighing tasks easy and accurate.
 Call us Toll Free at 1-800-836-8445 for free literature & consultation. We have a wide range of quality
 mechanical and digital scales for medical, industrial and scientific use. All at great prices. Enter.",Business
450488,Calibration Toolbox ADO - Calibration Management Software and Temperature Calibration Software - from Humpage Technology,"Calibration Toolbox ADO calibration management software enables ISO 9000 , ISO/IEC 17025 , 21CFR Part 11 calibrations .",Business
450766,"Butler Plating Equipment, Inc.",We specialize in new and used plating equipment,Business
470520,New Homeowner Lists,We are the source compilers of Fresh New Homeowner Leads across hundreds of counties throughout 11 states.,Business
472535,Leavitt Communications An International Public Relations Agency,Leavitt Communications is a full-service international marketing communications and public relations agency established in 1991.,Business
478515,Wholesale Laminating Pouches Pouch Roll Laminators Lamination Roll Film Binding Spines Foamcore Chipboard Easels Where To Buy Online Paypal,"Where to buy wholesale laminating Pouches, pouch & roll laminators, lamination film, binding spines, foamcore & chipboard easels, rotary trimmers & services from Oregon Laminations Company home page accepting Paypal & GoogleCheckout",Business
506927,Scottish Specialist in Woven Wool Fabric,"Andrew Elliot Ltd specialises in the design and production of a range of throws, and fashion and interior fabrics.The very best woven fabric from people who know. Combination of colour, quality & expertise.",Business
508631,Nelen & Delbeke - Quality weaving since 1923,"Nelen & Delbeke is specialised in production of linen and mixed linen qualities, flat woven dobby and jacquard fabrics for upholstery and curtains.",Business
524578,Plastic Recycling - POLYchange.com Main Menu,A World Wide electronic information exchange service for scrap plastic recycling.,Business
289773,"B.D. Bansal & Co. - Chartered Accountants India, India Chartered Accountants, Chartered Accountant India, India Chartered Accountant","BD Bansal and Company - Chartered Accountants India, India Chartered Accountants, Chartered Accountant India, India Chartered Accountant, Chartered Accountant CA in India Offering Professional Accounting Services, Financial Chartered Accountant, Financial Accounting Services in India, Consultancy in Direct and Indirect Tax, Company Formation, Foreign Investments, Approvals, Auditing",Business
304563,Inferno Motion Pictures,"inferno film productions is an independent movie company, producing and distributing independent feature films",Business
307304,bruce bonnheim voiceovers,"Bruce Bonnheim is an Emmy Award winning voiceover talent and announcer for several tv stations around the U.S. Available for radio, tv, and commercial voiceovers.",Business
312387,EastCraft Demos Recording Facility,"Song writers new song and demo recording facility.
      EastCraft offers the songwriter the ablity to have their songs
      professionally, completed and recorded at very low cost.",Business
318105,** Emerson Photography **,"Emerson Photography specializes in portraits, wedding photography, & commercial advertising photography for print, web, and social network marketing.",Business
320358,Home,Broadcast Technical Services,Business
322741,Hughes Vehicle Advertising Australia,"Hughes Vehicle Advertising educates buyers the best cars, trucks, and recreational vehicles in Australia, to help you make the smartest purchasing decision.",Business
325801,"CRID Pharma: CRO/CMO integrated group for Biotech, Pharmaceutical industry","Pharmaceutical Development, Control and release GMP compliant, Manufacturing, Packaging, Storage and Distribution of clinical supplies, Clinical research, Regulatory affairs and pharmaceutical writing",Business
351245,Willamette Pattern Works,"Willamette Pattern is a provider of foundry tooling for the pump industry, patterns and prototype molds for the composite industry, finished-machine casting, and portable metrology for measurement.",Business
351533,Prodeva Recycling Equipment,Prodeva manufactures processing equipment for MRF and Recycling Centers. Prodeva has over 40 years experience in the recycling and size reduction field.,Business
352660,Southern Minnesota Portable Restrooms,Southern Minnesota Portable Restrooms,Business
358463,Susan Nilsson,"Susan Nilsson arrived at interior design by accident. A native of Hendersonville, North Carolina, Nilsson's interest was in fashion. She attended East Carolina University where she studied Home Economics. Her dorm room was designed in black and white with zebra stripes going up the walls and orange accents. Susan loved to stay up all night creating dresses but had no interest in physics or geometry.",Business
361148,Home - Boman & Kemp Basement Egress Windows,Boman & Kemp Basement Egress Windows and Wells,Business
374339,INMETESS Woven Labels | Etichette Tessute | Woven QRcode Tessuti,"INMETESS is a Italian company and at this moment is the leader in Italy for the production of woven labels, Jaquard ribbons and other similar accessories for clothing at superior quality levels. Security systems to guarantee your brand.",Business
375041,"sports wear, apparel, corporate promotionals - Sparlings","offers sports and corporate wear, apparel, team uniforms, and promotional products.",Business
378610,DAVID ARTIFICIAL FLOWERS LIMITED,DAVID ARTIFICIAL FLOWERS LIMITED MANUFACTORY EXPORTER IMPORTER IMPORT EXPORT FLOWERS FLOLIAGES DRIED FLOWERS TIN PORDUCTS,Business
379475,Splendide Laundry Centers - Home,"America's leading combo washer-dryer brand since 1984, offering innovative, energy efficient Laundry Centers that save space without sacrificing performance.",Business
380140,futon.org - Valuable information About Futons and Specialty Sleep Products,"futon.org offers consumers valuable information when searching for futons, specialty sleep product and home furnishings.",Business
380933,Starline Home - Change Begins At Home,Change Begins At Home,Business
393381,"ADVANCED THERMOELECTRIC Home Page - Thermoelectric Modules, Thermoelectric Cold-Plates and Thermoelectric Air Conditioners",ADVANCED THERMOELECTRIC Home Page - Thermoelectric Modules and Exchangers from Pollock Industries,Business
394315,ACS Technologies Corporation manufacturer and distributer of printed circuit board equipment and supplies,"Equipment, materials, and technical services for the printed circuit board industry; hot air levelers, hot roll laminators, bevelers, routers, screen printers, and more. Lantronic, ACS Technologies",Business
395328,"Superior Phase Converters, LLC. abc","Convert 220v/440v Single Phase into 220V/440V 3-Phase Power. We Specialize in CNC, 3-Phase Farm Equipment, EDM, Woodworking, and all other 3-Phase Equipment! High quality phase converters",Business
413673,Choice MD | Medical Decisions Powered by Local Choices,"Your local source for wellness, Choice MD shares health information and resources to enable sound Medical Choices.",Business
413733,"Quality Provider Services, Inc. -- Main Page",Breeding & Associates educational resources for the registered dietitian exam.,Business
416600,Edward G. Jones - Venture Capital Financing for Information Technology Companies,"Edward G. Jones & Co. provides business development services, venture capital financing, VC funding, debt and equity financing, business plan writing, writing business plans and operations advice and guidance to information technology, global telecom and Internet companies.",Business
422298,"PR Farms | We grow, pack and ship top-quality tree nuts worldwide","We grow, pack and ship top-quality tree nuts worldwide",Business
429087,Varitronics' Doctor ~ Nurse Call Systems and Ophthalmic Products,"Varitronics manufactures doctor ~ nurse call systems, light signaling office communications equipment, and ophthalmic products for the medical industry. Our products can increase the efficiency and profitability of your practice.",Business
431160,"::DRAKE CORP.:: CHAIRS: resin folding chairs (including traditional white folding chairs), and high back folding and stacking resin chairs, stacking resin chiavari chairs, and coinjected acrylic plastic tables for the contract industry and special events &bull; Modular banquet tables &bull; School Chairs &bull; BATHROOM DECOR DIVISION: toilet Seats",":: Drake Corp. :: RESIN FOLDING STACKING CHAIRS, white folding chairs and Chiavari Chairs. Banquet tables for the Rental, Catering, Restaurant, Hotels, Club, Churches, schools, and businesses of all types. Among our products: structure folding and stacking chairs, chip folding and stacking chairs, resin chiavari stacking chairs, cover chairs, cushions and accessories. Our products are made of strong and durable bi-component resin, easy to clean and UV resistant. In 2005 Drake started manufacturing and distributing toilet seats. See also: chairs, folding chairs, white chairs, white folding chairs, white wood folding chairs, wood folding chairs, wood folding, white folding, chair, folding chair, white chair, white foldings, white folding chair, white wood folding chair, stackable chairs, ceremony chairs, stack chairs, stacks, plastic folding stackable white chair, plastic folding, plastic stackable white chair, plastic white chair, collection plastic white chair, table, folding table, buffet table, ceremony table, ceremony tables, tables, chiavari, chiavari chair, chiavari chair chairs, chiavari chairs, non wood, not wood, non wood chairs, not wood chairs, non wood chiavari, non wood formal chair, low maintenance chairs, easy chairs, easy to clean chairs, toilet seats, sanitary",Business
432374,TCR Longview | Home,Texas Cash Register of Longview home page.,Business
441137,Kerrick | Industrial & Commercial Cleaning Equipment,"Kerrick  New Zealand , specialises in industrial and commercial cleaning equipment, and lifting gear, pressure pumps, and a full range of parts and accessories.",Business
441337,home,Hydraulic cylinder ram repairs,Business
449259,Bell Machinery New and Used Machine Tools,"Bell Machinery Ltd., New and Used Machine Tools. The Best Value for all your Metal Working Machine Tool Needs.",Business
452110,Home Page,VAT 40 repair fmc 4100 fmc 4100 repair vat 40 repair vat40 john bean 5.1 john bean 5.1 John Bean 5.1 FMC 4100 timing light timing light timing light,Business
456570,DBMS 2 : Database management and analytic technologies in a changing world,"A blog about DBMS (database management) and analytic technologies -- especially disruptive ones -- by Curt Monash, the industry\\'s premier analyst.",Business
457544,Silk Road Intelligencer,"Silk Road Intelligencer seeks to provide an analysis of investment and business climate in Kazakhstan, along with the latest news from the region - updated daily.",Business
461697,Actant Trading Software,Actant provides trading and market making software to financial firms on the world's major derivatives and stock exchanges,Business
482258,Lighthearted Press and Author Christine Davis known for award-winning books,"Known for our award-winning books for animal lovers, our newest title follows author Christine Davis on an unexpected and magical journey that not only changed",Business
490877,Metrotel,Metrotel installs cabling for voice and data networks and other low-voltage systems.  We also are a provider of digital and VoIP telephone systems,Business
494779,Genetically Engineered Spider Silk Fiber in Insect Cells,Article from the Israel High Tech & Investment Report,Business
502655,Welcome to Turn a New Leaf,Turn A New Leaf offers a diverse range of natural products and services which enhance a sustainable lifestyle,Business
502867,Paliwal Exports - Premier Home Furnishing Textile Manufacturer company in India,Paliwal Exports - A Premier Home Furnishing Textile Manufacturer and Export company in India,Business
505269,Hersh Rostex,Better uniform and fine suiting fabrics.,Business
506727,Textiles Perfecta,website description,Business
